Header2,header3,header4
 W01,FS,SEPARATION PAY OBLIGATION HAS BEEN WITHDRAWN DUE TO OVER 60 DAYS PAST MBRS EXPIRATION OF SERVICE AND NO PAYMENT ISSUED.
 W01,FT,DISABILITY SEVERANCE PAY OBLIGATION HAS BEEN WITHDRAWN DUE TO OVER 60 DAYS PAST MBRS EXPIRATION OF SERVICE AND NO PAYMENT ISSUED
 W01,FW,YOU ARE REQUIRED TO COMPLETE TRAINING EVENT CODE 'FL' ANNUAL FINANCIAL EDUCATION WITHIN 30 DAYS HAVING NOT COMPLETED FINANCIAL EDUCATION TRAINING WITHIN 365 DAYS. CONTACT YOUR INSTALLATION PERSONAL FINANCIAL MANAGEMENT PROGRAM STAFF (PFM) OR YOUR COMMAND FINANCIAL SPECIALIST (CFS) FOR MORE INFO.
 W01,FZ,YOU ARE REQUIRED TO COMPLETE TRAINING EVENT CODE 'TA' FOR FINANCIAL EDUCATION TRAINING COURSE PME WITHIN 30 DAYS DUE TO YOUR CURRENT EAS BEING WITHIN 180 DAYS.
 W01,22,MR EXPIRATION OF OBLIGATED SERVICE IS INVALID.  RESEARCH AND REPORT VALID DATE.
 W01,23,ARMED FORCES ACT DU BASE DT INVALID.  RESEARCH AND REPORT VALID DATE.
 W01,24,BRS CONTINUATION PAY ELIGIBLE WITH 12 YRS OF PEBD CREDITABLE SVC & AGREEMENT TO SERVE 4 YRS. NOTIFY MBR TO MAKE BRS-CP ELECTION.
 W01,A5,MR PAY ENTRY BASE DATE IS INVALID. REPORT VALID DATE.
 W01,A6,MR CURR. ACTIVE DUTY BEGIN DATE IS INVALID. REPORT VALID DATE.
 W01,A7,MEMBERS LISTED ARE CURRENTLY UA.
 W01,AA,RIFLE SCORE HAS BEEN CHANGED TO ZEROS.  SUBMIT RIFLE SCORE IAW PRIUM.
 W01,AB,EAS GREATER THAN RESERVE-ECC. RESEARCH AND CONTACT MISSO OR HQMC (RAM) FOR ASSISTANCE.
 W01,AC,MARINE MGIB-SR ELIGIBILITY SUSPENDED DUE TO EXCESS UA'S.
 W01,AD,MASTER RECORD INDICATES PEB COMPLETE/HOME AWTG ORDERS IN EXCESS OF 45 DAYS.  ADVISE CMC (MMSR-4) OF STATUS.
 W01,AE,EXPIRED PERSTEMPO EST DT OF RETURN.  REPORT STOP PERSTEMPO OR REPORT A DEL/ADD OR DEL AS ERR ON START PERSTEMPO.
 W01,AF,OVER 90 DAYS PAST EAS.  ADVISE CMC (MMSR-4) OF MEDICAL STATUS.
 W01,AG,MBR'S EARLY NOTICE DATE AND PROJECTED ACDU DT HAS EXPIRED W/O MOBILIZATION.  REPORT DEL AS ERR OR EARLY NOTICE TERM DT.
 W01,AH,MBR IN NATL CALL TO SERV PROG AND MBR DOES NOT HAVE A MAND START/STOP DRILL DATE.  REPORT TTC 857/858 AS NEEDED.
 W01,AJ,MEMBER WITHIN 45 DAYS OF ELIGIBILITY FOR PERSTEMPO HIGH DEPLOYMENT PER DIEM.
 W01,AK,ASSIGNMENT TO WEIGHT CONTROL IN EXCESS OF 6 MONTHS.  TAKE ACTION IAW WITH MCTFSPRIUM AND MCO 6110.3.
 W01,AL,EXTENSION OF WEIGHT CONTROL EXPIRED.  TAKE ACTION IAW MCTFSPRIUM AND MCO 6110.3.
 W01,AM,REASSIGNMENT TO WEIGHT CONTROL IN EXCESS OF 6 MONTHS.  TAKE ACTION IAW MCTFSPRIUM AND MCO 6110.3.
 W01,AN,MARINE MGIB-SR ELIGIBILITY TERMINATED DUE TO EXCESS UA'S.
 W01,AP,AUTH MGIB SUSP EXPIRED.  REJOIN TO SMCR OR TERMINATE ELIG TO MGIB-SR.
 W01,AQ,"""MARINE HAS OBTAINED 9 UA'S WITHIN 1 YEAR. AUDIT RECORD AND SUSPEND MGIB"
 W01,AR,MBR'S EARLY NOTICE DATE AND PROJECTED ACDU DT HAS EXPIRED W/O MOBILIZATION. EARLY NOTICE INFORMATION HAS BEEN CHANGED TO ZEROES.
 W01,AS,MBR IN ACTIVATION STATUS FOR 24 CONSECUTIVE MOS.  REPORT VOLUNTARY ACTV STAT IF MBR VOLUNTEERS TO EXTEND BEYOND 24 MOS.
 W01,AT,MBRS SPECIAL DUTY BONUS POINTS ARE TERMINATED.  TERMINATION DATE HAS EXPIRED.
 W01,AV,MBR'S LIMDU HAS EXCEEDED 6 MONTHS. RESEARCH AND REPORT UPDATED STATUS AS NEEDED.
 W01,AW,SNM WILL REACH TOUR LIMITS IN 6 MOS. EXT BEYOND 3 YR TOUR LIMIT MUST BE REQUESTED IN ACCORDANCE WITH THE MCRAMM.
 W01,AX,CHILD/DEP CUSTODY STAT INCOMPATIBLE W/MARITAL STAT. VERIFY CUSTODY STAT & RPT IF APPLIC.
 W01,AY,MBR'S LIMDU STATUS WILL EXPIRE IN 60 DAYS OR LESS. SCHEDULE MEDICAL RE-EVALUATION AND REPORT UPDATED STATUS.
 W01,AZ,MBR'S LIMDU STATUS EXCEEDED AUTH 90 DAYS. RETURN TO FULL DU OR SCHED MED EVAL FOR PLACEMENT ON TEMP LD (TLD) MED BD (CODE Q).
 W01,BA,SSN NOT ON SOCIAL SECURITY ADMIN FILE. REFER TO PRIUM FOR ACTION TO BE TAKEN.
 W01,BB,MEMBER'S RIFLE/PISTOL WAIVER/EXEMPTION HAS BEEN CLEARED IAW MCO 3574.2.
 W01,BC,NAME DOES NOT MATCH INFORMATION ON SSA FILE.
 W01,BD,SSA FILE SHOWS MEMBERS NAME AND DATE OF BIRTH UNDER DIFFERENT SSN.
 W01,BE,INVALID TAX RESIDENT CODE.  PREPARE DD FORM 2058 AND UNIT DIARY ENTRY TO REPORT VALID CODE.
 W01,BF,DEPENDENCY STATUS NOT VALID FOR FSA.
 W01,BG,DOB DOES NOT MATCH INFO ON SOCIAL SECURITY ADMIN FILE. REFER TO PRIUM FOR ACTION TO BE TAKEN.
 W01,BH,MEMBER'S PLACE OF BIRTH INVALID.  RESEARCH AND REPORT.
 W01,BJ,REPORT EAS. EXTENSION CANCELLED. SYSTEM UNABLE TO GENERATE NEW EAS.
 W01,BK,"""MEMBERS CBT/CG WVR IS A YEAR OLD.  MEMBER NEEDS TO TAKE A PFT/CFT"
 W01,BN,"""MR INDICATES DEPENDENT LOCATION IS 'BLANK'"
 W01,BP,"""MEMBER MOBILIZED"
 W01,BQ,"""MEMBER HAS AN OPEN DEPLOY MOBILIZE 138 RMK"
 W01,BX,MBR WAS AUTO ENROLLED INTO BRS WHICH REQUIRES A TSP ADDRESS. REPORT TSP ADDRESS VIA TTC 473-010.
 W01,CA,MBR DOES NOT HAVE A CBT FITNESS TEST SCORE ON RECORD.  SNM MUST TAKE CBT FITNESS TEST DURING SECOND SEMI-ANNUAL PERIOD.
 W01,CB,"""CFT SCORE IS ZEROS FOR REASON OTHER THAN FAILURE. FOR COMPOSITE SCORE CALCULATION"
 W01,CC,EDUCATION LEVEL ON 147 REMARK IS INCORRECT.  VERIFY CIVILIAN EDUCATION AND REPORT TTC 151.
 W01,CD,CBT-FITNESS-TEST-184-RMK HAS BEEN DELETED.  PARTIAL CFT NOT APPLICABLE TO E3 OR E4.
 W01,CF,MEMBER HAS BEEN ASSIGNED A CULTURAL REGION IN SUPPORT OF THE REGIONAL CULTURE AND LANGUAGE FAMILIARIZATION PROGRAM.
 W01,CG,EDD ABOUT TO EXPIRE. MEMBER WILL BE AUTO DROPPED 15 DAYS AFTER EDD EXPIRES.
 W01,CH,MEMBER NOT VALIDATED BY DEERS. MEMBER WILL BE AUTO DROPPED IN THE NEXT CYCLE.
 W01,CJ,DEPLOY-OP-INFO-193-RMK STATUS CODE UPDATED FROM 'P' (PARTICIPATING) TO 'C' (COMPLETED).  RESEARCH AND ADJUST IF NEEDED.
 W01,D1,"""MARTIAL STATUS CODE EQUALS 'M' BUT MASTER RECORD DOES NOT CONTAIN FAMILY SGLI INFO"
 W01,D2,"""MARITAL STATUS CODE EQUALS 'M' BUT MASTER RECORD DOES NOT CONTAIN SPOUSE INFO"
 W01,D3,DEPN 150 RMK CONTAINS A DEPN RELATION CODE WHICH IS INCONSISTENT WITH MBR MARITAL STATUS CD.  TAKE ACTION TO CORRECT.
 W01,D4,MASTER RECORD CONTAINS A FAMILY SGLI REMARK WHICH IS INCONSISTENT WITH MBR MARITAL STATUS CD.  TAKE ACTION TO CORRECT.
 W01,D5,RECORD CONTAINS SERVICE SPOUSE INFO BUT DEPN 150 RMK DOES NOT INDICATE MBR HAS A SERVICE SPOUSE.  RESEARCH AND CORRECT.
 WTF,35,HIST OCC AFFECTED. R986 NOT UPDATED FOR ACDU-DTD ERR. 88889 MUST ADJ/INPUT ACDU.
 WTF,36,HIST OCC AFFECTED. R986 BUILT FOR ACDU. OCC(S) MISSING. 88889 MUST CHK/ADJ.
 WTF,38,HIST OCC AFFECTED. MISSING OCC(S) TO ADJ. 88889 MUST CHK.
 WTF,39,ACDU NOT ADJ IN ALL OCC-DTD ERR/PART IN HIST. 88889 MUST ADJ. MISSING OCC(S) TO CLOSE.
 WTF,40,ACDU NOT ADJ IN ALL OCC-DTD ERR/PART IN HIST. 88889 MUST BE ADJ.
 WTF,41,ACDU MUST BE ADJ IN HIST. MISSING OCC(S) TO CLOSE. 88889 MUST CHK.
 WTF,42,ACDU MUST BE ADJ IN HIST.
 WTF,43,OCC(S) MISSING TO CLOSE. ACDU NOT UPDATED. 88889 MUST CHECK.
 WTF,44,R986/ACDU PTS NOT BUILT/ADJ-DTD ERR. 88889 MUST INPUT ACDU. OCC(S) MISSING/MBRPTS BAD.
 WTF,45,R986/ACDUPTS NOT BUILT/ADJ-DTD ERR. 88889 MUST INPUT ACDU.
 WTF,46,OCC(S) NOT CLOSED-DTD ERROR. R986/ACDUPTS NOT BUILT/ADDED. 88889 MUST CLOSE/INPUT ACDU.
 WTF,47,ACDU NOT ADJ IN ALL OCC-DTD ERR/PART IN HIST. MISSING OCC(S). MBRPTS BAD IN OCC(S).
 WTF,48,ACDU NOT ADJ IN ALL OCC-DTD ERR/PART IN HIST. MBRPTS BAD IN OCC(S). 88889 MUST ADJ.
 WTF,49,TYPE ACDU CHGD IN R986.  COULD NOT FIND R980'S TO UPDATE SERV COMP DATES/DODCAT.  88889 MUST ADJ.
 WTF,50,R986/R980 ACDU PTS NOT BUILT DUE TO INVALID DATES.  MEMBER POINTS ARE INVALID.  88889 MUST INPUT ACTIVE DUTY.
 WTF,53,ACDU MUST BE ADJ IN HIST. MBRPTS BAD IN OCC(S). 88889 MUST ADD/ADJ.
 WTF,55,ACDU NOT ADJ IN ALL OCC. ORIG R986 NOT FOUND. 88889 MUST ADJ.
 WTF,56,ACDU NOT ADJ IN ALL OCC-OCC(S) MISSING OR DTD ERROR. 88889 MUST ADJ.
 WTF,2,ACDU MUST BE ADJ IN HIST. MBRPTS BAD IN OCC(S). OCC(S) MISSING. 88889 MUST CHK.
 WTF,3,MBR'S ANNDTD IS LT DTDPROC OR INVALID. RETIREMENT CREDIT INFO CAN'T BE UPDATED. ADJ NEEDED.
 WTF,5,MBR HAS CLOSED CURR OCC-SHOULD BE OPEN. 88889 MUST CHECK/ADJ.
 WTF,6,MBR MISSING 980 AND/OR SERVCOMP. ADJ IS NEEDED.
 WTF,7,ANNDTD CORRECTED. BAD MBRPTS IN OCC(S). 88889 MUST CHK/ADJ.
 WTF,8,ACDU MUST BE ADJ IN HIST. MBRPTS BAD IN OCC(S). 88889 MUST ADJ.
 WTF,9,ANNDTD CHG. MBRPTS BAD IN OCC(S). 88889 MUST ADJ. RETIREMENT PT TOTALS MAY NEED ADJ.
 WTF,10,ANNDTD CHG. CURR OCC REBUILT. RETIREMENT PT TOTALS MAY NEED ADJ.
 WTF,11,ORIG 986 NOT FOUND. 986 BUILT-PREV ACDU MAY NEED ADJ. 88889 ADJ.
 WTF,57,ACDU NOT ADJ IN ALL OCC-DTD ERROR. OCC(S) MISSING OR CONTAIN BAD MBRPTS. 88889 MUST ADJ.
 WTF,58,OCC MISSING FOR NEW ENDING DATE. NO ADJ MADE. 88889 MUST CHK.
 WTF,61,HIST OCC NEEDS NEW DATE TO. MISSING OCC FOR CLOSING DATE. 88889 MUST CHK.
 WTF,63,HIST OCC NEEDS NEW DATE TO. APPROP OCC ADJ W/NEW DATE TO. OCC(S) MISSING. 88889 MUST CHK.
 WTF,66,NEW ENDING DATE NOT POSTED TO OCC-DTD ERROR. 88889 MUST CHK.
 WTF,67,NEW ENDING DATE NOT POSTED TO OCC-OCC MISSING. MBRPTS IN OCC(S) MAY BE BAD. 88889 MUST CHK.
 WTF,69,PRIOR OCC NEEDS NEW DATE TO-DTD ERR. CURR OCC NOT REOPENED. 88889 MUST ADJ.
 WTF,70,ANNDTD UPDATED. R986/ACDUPTS NOT BUILT/ADJ-DTD ERROR. MBRPTS BAD IN OCC. 88889 MUST ADJ.
 WTF,71,ANNDTD UPDATED. R986/ACDUPTS NOT BUILT/ADJ-DTD ERROR. 88889 MUST ADJUST.
 WTF,72,MBR MISSING R980 OCC ADJ BY NORMAL TRANSACTION. NO ADJ MADE. 88889 MUST CHK.
 WTF,73,MBR MISSING R980 OCC FOR ADD OF DEL/ADD. NO ADJ MADE. 88889 MUST CHK.
 WTF,74,ANNDTD UPDATED. R986 OCC MISSING. R980 OCC(S) MAY NEED ADJ. MBRPTS IN ERROR. 88889 MUST ADJ
 WTF,75,ANNDTD UPDATED. R986/ACDUPTS NOT BUILT/ADJ-DTD ERROR. PTS BAD IN OCC/PRIME. 88889 MUST ADJ.
 WTF,77,ANNDTD UPDTD. R986 OCC MISSING-R980 OCC(S) MAY NEED ADJ. PTS BAD OCC/PRIME. 88889 MUST ADJ.
 WTF,78,ANNDTD CHANGED. R980 NOT UPDATED-DTD ERROR. PTS BAD OCC/PRIME. 88889 MUST ADJ.
 WTF,80,R986/ACDUPTS NOT/ADJ-DTD ERROR. JAM REQUIRED. 88889 MUST INPUT.
 WTF,81,R986/ACDUPTS MISSING-DTD ERROR. JAM REQUIRED. 88889 MUST INPUT.
 WTF,82,ACDU NOT ADJ IN ALL OCC-DTD ERROR/OCC(S) MISSING. MBRPTS IN OCC(S) BAD. 88889 MUST CHK/ADJ.
 WTF,83,MBR MISSING R986 OCC BUILT BY NORMAL TRANS FOR ACDU. NO ADJ MADE TO RETIREMENT CREDIT.
 WTF,88,THIS MEMBER MAY HAVE LOST TIME/BROKEN SERVICE -- RCR INFO MUST BE UPDATED MANUALLY.
 WTF,91,ACDU AND MEMBERSHIP PTS MUST BE INPUT FOR OCC(S). INVALID DATE(S) USED WHEN BUILDING R980.
 WTF,92,MEMBERSHIP POINTS MUST BE INPUT FOR OCC(S) DUE TO INVALID DATE(S) USED WHEN BUILDING R980.
 WTF,93,ACDU POINTS MUST BE INPUT FOR OCC(S) DUE TO INVALID DATE(S) USED WHEN BUILDING R980.
 WTF,95,HIST OCC(S) MUST BE BUILT. PRIOR NOT BUILT-DTD ERROR. 88889 MUST CHK.
 WTF,97,ORIG ACDU R986 NOT FOUND. R986 BUILT/PREV R980 MAY NEED ACDU ADJ. HIST AFFECT. 88889 ADJ.
 WTF,99,HIST OCC(S) MUST BE BUILT.
 WTF,A4,PRIOR OCC NOT BUILT-DTD ERROR. 88889 MUST CHK/ADD.
 WTF,AC,HIST OCC(S) MUST BE DELETED. NEW OCC(S) NOT BUILT-HIST/POSSIBLE DTD ERR. 88889 CHK/ADJ.
 WTF,AI,HIST OCC(S) FROM NORMAL TRANS MUST BE DELETED.
 WTF,AN,HIST OCC NEEDS NEW DATE TO. 88889 MUST ADJ.
 WTF,AO,ANNDTD NOT UPDATED. 980 OCCURRENCE NOT FOUND.
 WTF,AP,INCONSISTENT POINTS IN 980 SERV COMPONENT. NO ADJ MADE.
 WTF,AQ,INCONSISTENT DATES IN 980 SERV COMPONENT. NO ADJ MADE.
 WTF,AR,ACDU NOT ADJ IN ALL OCC-INCONSISTENT SERVCOMP DTD/PART IN HIST. 88889 MUST ADJ.
 WTF,AZ,DATE PASSED FROM TRANSACTION INVALID. NO PROCESSING DONE. 88889 MUST CHECK.
 WTF,B1,ORIG 986 NOT FOUND. 986 BUILT-PREV ACDU MAY NEED ADJ. OCC(S) MISSING/MBRPTS BAD. 88889 ADJ.
 WTF,B2,ORIG 986 NOT FOUND. 986 BUILT-PREV ACDU MAY NEED ADJ. MBRPTS BAD. 88889 ADJ.
 WTF,B3,ACDU NOT UPDATED. MBRPTS/DAYS IN OCC(S) NEED ADJ. 88889 ADJ.
 WTF,B5,OCC(S) MISSING TO CLOSE. 88889 MUST CHECK.
 WTF,BA,MEMBER HAS REACHED MAXIMUM NUMBER OF SERVICE SEGMENTS.  CONTACT LOCAL MISSO FOR ASSISTANCE.
 WTF,FA,DEL/ADD LOGIC SUSPENDED. ACDU POINTS/MBRPTS NOT UPDTD/CORRECTED. CONTACT MISSO FOR ASSIST.
 WTF,JA,DEL/ADD LOGIC SUSPENDED. ACDU POINTS/MBRPTS NOT UPDTD/CORRECTED. CONTACT MISSO FOR ASSIST.
 WTF,13,PRIOR OCC MBRPTS BAD. CURR OCC NOT FOUND. 88889 MUST ADJ.
 WTF,15,HIST OCC AFFECTED. ANNDTD UPDATED. OCC(S) MISSING TO ADD BACK. 88889 MUST CHECK.
 WTF,20,HIST OCC AFFECTED. 88889 MUST ADJ. ANNDTD UPDATED.
 WTF,21,HIST OCC AFFECTED.  PRIOR R980 ACDU NOT ADJUSTED - ERRON SERV SEG DATES.
 WTF,22,HIST OCC AFFECTED. OCC(S) MISSING TO ADD BACK. MBRPTS MAY BE BAD IN OCC(S). 88889 ADJ.
 WTF,25,ORIG 986 NOT FOUND. 986 BUILT-ACDU MAY NEED ADJ. HIST AFFECTED/OCC(S) MISSING. 88889 ADJ.
 WTF,26,ORIG 986 NOT FOUND. 986 BUILT-PREV ACDU MAY NEED ADJ. OCC(S) MISSING. 88889 ADJ.
 WTF,27,986 NOT FOUND-986 BUILT-ACDU MAY NEED ADJ. HIST AFFECT/OCC'S MISSING/MBRPTS BAD. 88889 ADJ.
 WTF,28,ANNDTD UPDATED. MBRPTS BAD IN OCC(S). 88889 MUST ADJ.
 WTF,29,ANNDTD NOT UPDATED-DTD ERROR. 88889 MUST CHK/ADJ.
 WTF,30,MBR CURR OCC DATE FROM GREATER THAN DATE INPUT TO CLOSE OCC. NO CHG MADE. 88889 MUST ADJ.
 WTF,31,ORIG 986 NOT FOUND. 986 BUILT-PREV ACDU MAY NEED ADJ. HIST AFFECTED/MBRPTS BAD. 88889 ADJ.
 WTF,33,MBRPTS/DAYS IN OCC(S) NEED ADJ. 88889 MUST ADJ.
 YRS,1,UNABLE TO DETERMINE YEARS DUE TO INVALID PAY GRADE RESIDENT ON THE MASTER FILE.
 ZIP,1,INVALID ZIPCODE/STATE CODE.
0,AB,REPORTED INITIALS DO NOT MATCH.  MEMBER NOT IN SEPARATED STATUS.
0,AC,REPORTED INITIALS DO NOT MATCH.  MEMBER IN SEPARATED STATUS
0,AD,PEF CODE DISCONTINUED OR EFFECTIVE DATE INVALID.  REFER TO MCTFS TABLE 06.
0,AE,CITIZEN CNTRY ORIG GEO CODE INVALID. REFER TO MCTFS TABLE 69.
0,AF,ACCESSION FAILED DUE TO REPORTING INVALID CIVILIAN-EDUC-GRADUATION-CD. CORRECT AND RESUBMIT ACCESSION.
0,AG,ACCESSION FAILED DUE TO REPORTING INVALID CIVILIAN-EDUC-LEVEL-CD AND CERT CODE COMBO. CORRECT AND RESUBMIT ACCESSION.
0,AH,ACCESSION FAILED DUE TO INVALID CIVILIAN-EDUC-MAJOR-SUBJECT-CD NOT VALID ON TABLE 07. CORRECT AND RESUBMIT ACCESSION.
0,AI,CIV EDUC MAJOR SUBJ CODE DISCONTINUED OR EFFECTIVE DATE INVALID. REFER TO MCTFS TABLE 07.
0,AJ,ACCESSION FAILED.  REPORTED PLACE OF BIRTH INVALID.
0,AK,ARMED FORCES ORIGINAL ENTRY DATE CANNOT BE GREATER THAN THE PAY ENTRY BASE DATE/ARMED FORCES ACTIVE DUTY BASE DATE.
0,HD,ACCESSION FAILED DUE TO REPORTING INVALID CURRENT-ACTIVE-DUTY-BEGAN-DATE.  CORRECT AND RESUBMIT ACCESSION.
0,HE,ACCESSION FAILED DUE TO REPORTING INVALID DATE-ENLISTMENT-OR-ACCEPTANCE.  CORRECT AND RESUBMIT ACCESSION.
0,HF,ACCESSION FAILED DUE TO REPORTING INVALID ARMED-FORCES-ORIG-ENTRY-DATE.  CORRECT AND RESUBMIT ACCESSION.
0,HG,ACCESSION FAILED DUE TO REPORTING INVALID CURRENT-TOUR-BEGAN-DATE.  CORRECT AND RESUBMIT ACCESSION.
0,HH,"""ENTRY INVALID"
0,HI,ACCESSION FAILED DUE TO REPORTING INVALID CURRENT-ENLISTMENT-LENGTH.  CORRECT AND RESUBMIT ACCESSION.
0,HJ,ACCESSION FAILED DUE TO REPORTING INVALID PRESENT-RANK-DATE.  CORRECT AND RESUBMIT ACCESSION.
0,HK,ACCESSION FAILED DUE TO REPORTING INVALID DATE-OF-BIRTH.  CORRECT AND RESUBMIT ACCESSION.
0,HL,ACCESSION FAILED DUE TO REPORTING INVALID EXPIRATION-OF-ACTIVE-SERVICE.  CORRECT AND RESUBMIT ACCESSION.
0,HM,ACCESSION FAILED DUE TO REPORTING INVALID AFQT-SCORE.  CORRECT AND RESUBMIT ACCESSION.
0,HN,ACCESSION FAILED DUE TO REPORTING INVALID ARMED-FORCES-ORIG-ENTRY-DATE.  CORRECT AND RESUBMIT ACCESSION.
0,HP,"""BONUS-CD MUST BE EQ TO 'NA'"
0,HQ,PROGRAM ENLISTED FOR MUST BE EQUAL TO 'HD' WHEN REPORTING BONUS PROGRAM ENLISTED FOR OF 'NA'.  CORRECT AND RESUBMIT ACCESSION.
0,HR,ACCESSIONS FAILED DUE TO REPORTING INVALID COLLEGE FUND PEF CODE.  CORRECT AND RESUBMIT ACCESSION.
0,HS,ACCESSION FAILED DUE TO CURRENT-ACTIVE-DUTY-BEGAN-DATE BEING OLDER THAN 30 DAYS.  CONTACT HQMC TO INPUT ACCESSION.
0,HT,RESERVE COMPONENT CODE 'K9' ONLY VALID WITH COMPONENT CODE 'KJ'.
0,HW,"""PROGRAM-ENLISTED-FOR MUST BE EQ TO 'HD' FOR COLLEGE-FUND-PROG-ENL-FOR-CD 'NB'"
0,II,ENTRY INVALID. REPORTED MIDDLE NAME MUST BE ALPHABETIC OR BLANKS.
0,JJ,COMPONENT K6 IS INCOMPATIBLE WITH ENLISTED GRADE.
0,KK,EFT SELECT INDICATOR MISSING.  VALUE 'N' ASSIGNED TO ACCESSION/JOIN RECORD.
0,LL,EFT SELECT INDICATOR MISSING.  VALUE 'M' ASSIGNED TO ACCESSION/JOIN RECORD.
0,MM,ACCESSION HAS BEEN PROCESSED AND ACCEPTED.
0,AL,ABOVE INFORMATION HAS BEEN POSTED TO THE CMF.
0,AM,TEST VERSION MUST BE ALPHANUMERIC.
0,AP,"""TAPAS SCORE INVALID"
0,AQ,"""CYBER TEST SCORE INVALID"
0,AR,TAPAS TRANSACTIONS ARE NOT REPORTABLE PRIOR TO 1 AUGUST 2018.
0,B,"""ACCESSION FAILED DUE TO DUPLICATE NAME"
0,BB,SSN INVALID. VERIFY AND RESUBMIT OR CONTACT MISSA FOR ASSIST.
0,BC,"""REVIEW MBR'S ENTITLEMENT TO BAH"
0,BE,CADBD MUST BE GREATER THAN ZERO TO BUILD DUTY LIMIT REMARK.  REPORT TTC 157 WITH CORRECT DUTY LIMIT CODE.
0,BF,CURRENT ACTIVE DUTY BEGAN DATE MUST BE GREATER THAN ZEROS TO UPDATE MANDATORY DRILL PARTICIPATION INFO.  VERIFY CADBD.
0,NF,RETRO LV PERIOD RPTD PRIOR TO LSL PAYMENT. RESEARCH TO ENSURE LSL IS ACCURATE AND CORRECT IF REQUIRED.
0,PS,COMPLETE SGLI DEDUCTION/CREDIT HISTORY NOT AVAILABLE.  MANUAL SGLI ADJUSTMENTS MAY BE REQUIRED.
0,QR,ZIP CODE FOR MCC WAS NOT VALID ON TABLE BB. SYSTEM GENERATED BAH PARTIAL. BAH ADJUSTMENT MAY BE REQUIRED.
0,Y,DUPLICATE ACCESSION.
0,ZA,PEBD WAS ZEROS AND HAS BEEN CHANGED.
0,ZB,EFFECTIVE DATE ENTERED AS ZERO.
0,ZD,ARMED-FORCES-ACT-DU-BASE-DATE INVALID.  ENTER VALID DATE & RESUBMIT THIS TRANSACTION.
0,BG,MEMBER SEPARATED AND REACCESSED IN SAME MONTH.  VERIFY MEMBERS ACCOUNT FOR POSSIBLE ADJUSTMENT.
0,CA,ACCESSION FAILED DUE TO REPORTING INVALID CIVILIAN-EDUC-LEFT-SCHOOL-DT. CORRECT AND RESUBMIT ACCESSION.
0,CB,PLACE OF BIRTH NOT VALID ON TABLE SI.  RESEARCH AND REPORT PLACE OF BIRTH.
0,CC,"""REPORTED COMPONENT CODE INVALID. VERIFY AND RESUBMIT"
0,CD,LAST NAME CADENCY CODE CONTAINS AN INVALID DATE OR IS NO LONGER REPORTABLE. RESEARCH TABLE 71 GROUP 25 ITEM 60 AND RESUBMIT.
0,DD,COMP CODE AND PRES GRADE CODE NOT COMPATIBLE. REFER TO MCTFSCODESMAN.
0,EE,TRANSACTION-LAYOUT LAST-NAME AND ENCODED PERSON-LAST-NAME NOT THE SAME. VERIFY AND RESUBMIT OR CONTACT MISSA FOR ASSIST.
0,FB,SGLI PAY CODE DID NOT MATCH FILE BUILD SGLI TABLE. CONTACT MISSA FOR ASSISTANCE.
0,FF,REPORTED CADENCY CODE INVALID. RESEARCH TABLE 71 GROUP NMBR 25 ITEM NMBR 60 AND REPORT CORRECT CADENCY CODE.
0,FG,A TRANSACTION HAS POSTED WHICH AFFECTS LWAS. MEMBERS REQUESTED LWAS BEGIN DATE HAS BEEN CHANGED TO ZEROS.
0,FI,SGLI ELECTION OPTION DID NOT MATCH FILE BUILD CFM TABLE-68. CONTACT MISSA FOR ASSISTANCE.
0,GA,MASTER RECORD REFLECTS MEMBER IS NOT ON ACTIVE DUTY FOR A PORTION/ENTIRE PERIOD REPORTED.  SGLI COULD NOT PROCESS.
0,GB,MASTER RECORD INDICATES MEMBER DOES NOT HAVE AN OPEN SGLI REMARK FOR REPORTED PERIOD.  TRANSACTION COULD NOT TERMINATE SGLI.
0,GC,MASTER RECORD INDICATES MEMBER DOES NOT HAVE AN OPEN TSGLI REMARK FOR REPORTED PERIOD.  TRANSACTION COULD NOT TERMINATE TSGLI.
0,GD,EFFECTIVE DATE OF START CAN NOT BE GREATER THAN TO-DATE OF MOST RECENT SGLI RMK ON FILE.
0,GE,EFFECTIVE DATE OF START CAN NOT BE GREATER THAN TO-DATE OF MOST RECENT MTU-SGLI RMK ON FILE.
0,GF,MASTER RECORD INDICATES SGLI PREVIOUSLY TERMINATED.
0,GG,ENTRY INVALID. REPORTED FIRST NAME MUST BE ALPHABETIC AND CONTAIN AT LEAST ONE CHARACTER.
0,GH,MASTER RECORD INDICATES TRAUMATIC SGLI COVERAGE PREVIOUSLY TERMINATED.
0,GI,MASTER RECORD REFLECTS MEMBER IS NOT IN CORRECT PAY GROUP FOR A PORTION/ENTIRE PERIOD REPORTED.  SGLI COULD NOT PROCESS.
0,GJ,PARTIAL LOST LEAVE RESTORED.  VERIFY AND ADJUST ACCORDINGLY.
0,HA,SSN ACCESSED.  REPORT INITIAL JOIN.
0,HB,ACCESSION FAILED DUE TO REPORTING INVALID PAY-ENTRY-BASE-DATE.  CORRECT AND RESUBMIT ACCESSION.
0,HC,ACCESSION FAILED DUE TO REPORTING INVALID ARMED-FORCES-ACT-DU-BASE-DATE.  CORRECT AND RESUBMIT ACCESSION.
